"ID";"Q1:IncomeDiff";"Q2:GayAdoption";"Q3:NuclearPow";"Q4:ChildAlw";"Q5:SeniorCare";"Q6:RetireAge";"Q7:ExtWCareer";"Q8:BendIndex";"Q9:CutPblExpend";"Q10:GreekDebt";"Q11:TransacTax";"Q12:TaxInc";"Q13:TaxDeduc";"Q14:MortDeduc";"Q15:RealEstTax";"Q16:Conscript";"Q17:NATO";"Q18:HumRight";"Q19:LandOwn";"Q20:DvlAid";"Q22:Guns";"Q23:VolDomLng";"Q24:Suvivirsi";"Q25:Immigration";"Q26:SaimaaSeal";"Q27:MunOutsource";"Q28:MunNb";"Q29:CptRegMerger";"Q30:EqlTransfer";"CountAnsw";"Q21:Fb:Bolivia";"Q21:Fb:Brasilia";"Q21:Fb:UK";"Q21:Fb:Spain";"Q21:Fb:Ghana";"Q21:Fb:India";"Q21:Fb:Iran";"Q21:Fb:Island";"Q21:Fb:Israel";"Q21:Fb:Italy";"Q21:Fb:Canada";"Q21:Fb:China";"Q21:Fb:Cuba";"Q21:Fb:Norway";"Q21:Fb:Poland";"Q21:Fb:France";"Q21:Fb:Sweden";"Q21:Fb:Germany";"Q21:Fb:Tanzania";"Q21:Fb:Danemark";"Q21:Fb:Tunisia";"Q21:Fb:Turkey";"Q21:Fb:Russia";"Q21:Fb:Estonia";"Q21:Fb:USA";"CountQ21:Fb";"Q31:GvtPrt:IPU";"Q31:GvtPrt:KES";"Q31:GvtPrt:KOK";"Q31:GvtPrt:KA";"Q31:GvtPrt:KD";"Q31:GvtPrt:KTP";"Q31:GvtPrt:M2011";"Q31:GvtPrt:PS";"Q31:GvtPrt:PIR";"Q31:GvtPrt:RKP";"Q31:GvtPrt:SDP";"Q31:GvtPrt:SEN";"Q31:GvtPrt:SKP";"Q31:GvtPrt:STP";"Q31:GvtPrt:VP";"Q31:GvtPrt:VAS";"Q31:GvtPrt:VIHR";"CountQ31:GvtPrt";"W1:IncomeDiff";"W2:GayAdoption";"W3:NuclearPow";"W4:ChildAlw";"W5:SeniorCare";"W6:RetireAge";"W7:ExtWCareer";"W8:BendIndex";"W9:CutPblExpend";"W10:GreekDebt";"W11:TransacTax";"W12:TaxInc";"W13:TaxDeduc";"W14:MortDeduc";"W15:RealEstTax";"W16:Conscript";"W17:NATO";"W18:HumRight";"W19:LandOwn";"W20:DvlAid";"W21:FBCountry";"W22:Guns";"W23:VolDomLng";"W24:Suvivirsi";"W25:Immigration";"W26:SaimaaSeal";"W27:MunOutsource";"W28:MunNb";"W29:CptRegMerger";"W30:EqlTransfer";"W31:GvtPrt";"CountNegW";"CountPosW"
"Kaijanen Henna";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"PricePrior";"Other";"FinInterest";"YesIfOther";"CapIncome";"NoneOfThese";"Keep";"0";"Select";"NotSoon";"YesHumRight";"ResRussian";"Keep";"BanHomeStrg";"1";"YesIfOpt";"Fine";"LocNetBan";"NoInc";"230";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;13
"Kaikkonen Antti";"ReducSlight";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"Keep";"CutBusiness";"FinInterest";"YesIfOther";"CapIncome";"TFHomeSeller";"Keep";"0";"Keep";"NotSoon";"YesHumRight";"ResRussian";"Keep";"Keep";"0";"YesIfOpt";"Fine";"LocNetBan";"IncAndLearn";"230";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3;1;-1;0;0;1;0;0;-1;0;0;0;0;0;1;1;0;0;0;1;0;-1;0;-1;0;0;0;0;-1;0;-1;-1;7;5
"Kalli Timo";"ReducMuch";"0";"1";"Keep";"Yes";"Keep";"IncAge";"Keep";"CutBusiness";"FinInterest";"YesIfOther";"CapIncome";"HouseHDed";"Keep";"0";"Keep";"NotSoon";"YesHumRight";"ResRussian";"GrowMod";"Keep";"1";"YesTrad";"Fine";"Keep";"IncAndLearn";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;1;1;1;1;1;1;1;0;0;-1;-1;-1;-1;0;1;1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;-1;-1;-1;0;16;11
"Kalmari Anne";"ReducMuch";"0";"0";"Remove";"Yes";"Keep";"NotAny";"IncSligh";"Other";"EuroWasMstk";"YesAlways";"CapIncome";"TFHomeSeller";"Keep";"0";"Keep";"Never";"YesHumRight";"ResAllForeign";"GrowMod";"Keep";"1";"YesTrad";"TooLoose";"LocNetBan";"IncAndLearn";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;3;1;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;-1;0;-1;0;0;0;1;0;-1;0;0;3;6
"Kalmi Petri";"ReducSlight";"0";"0";"NoImpact";"NoRecommend";"RaiseByOne";"IncAge";"IncSligh";"RedDvlAid";"FinInterest";"YesIfOther";"VAT";"UnionFees";"RemGrad";"0";"Keep";"NotSoon";"YesWithEU";"ResRussian";"Reduce";"Keep";"1";"YesTrad";"TooLoose";"Keep";"IncAndLearn";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"Kaltiokumpu Oiva";"ReducSlight";"0";"0";"Keep";"Yes";"Keep";"NotAny";"IncSligh";"Other";"FinInterest";"YesIfOther";"CapIncome";"NoneOfThese";"Keep";"0";"Keep";"NotSoon";"YesHumRight";"ResRussian";"GrowMod";"Keep";"0";"YesTrad";"TooLoose";"Keep";"IncAndLearn";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;1;1;0;-1;0;0;1;0;1;10
"Kanniainen Aino";"ReducMuch";"0";"0";"NoImpact";"Yes";"Keep";"NotAny";"Fifty";"Other";"FinInterest";"YesIfOther";"CapIncome";"NoneOfThese";"Keep";"0";"Keep";"NotSoon";"YesHumRight";"ResRussian";"Keep";"Keep";"1";"YesTrad";"TooLoose";"Keep";"NoInc";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;3;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7
"Karjalainen Aki";"ReducMuch";"0";"0";"Keep";"Yes";"Keep";"NotAny";"IncSligh";"RedMilitary";"FinInterest";"YesIfOther";"CapIncome";"NoneOfThese";"Keep";"0";"Keep";"NotSoon";"YesWithEU";"NoRestrict";"Keep";"Keep";"1";"YesTrad";"Fine";"LocNetBan";"IncAndLearn";"230";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;-1;0;0;0;0;0;0;-1;0;-1;0;-1;0;1;0;0;0;0;-1;-1;-1;0;0;-1;-1;0;0;-1;0;-1;11;1
"Karjalainen Riitta";"ReducMuch";"0";"0";"Keep";"Yes";"RaiseByMult";"NotAny";"Fifty";"RedDvlAid";"FinInterest";"YesIfOther";"CapIncome";"UnionFees";"Keep";"0";"Select";"NotSoon";"YesWithEU";"ResRussian";"GrowMod";"BanHomeStrg";"1";"YesIfOpt";"Fine";"LocNetBan";"NoInc";"230";"VoluntCoop";"MoreEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Karkkainen Eeva";"ReducMuch";"1";"0";"NoImpact";"Yes";"RaiseByMult";"IncAge";"Keep";"RedMilitary";"FinInterest";"YesAlways";"CapIncome";"HouseHDed";"RemGrad";"0";"Keep";"NotSoon";"YesHumRight";"NoRestrict";"Keep";"Keep";"1";"YesIfOpt";"Fine";"LocNetBan";"NoInc";"290";"NewCouncil";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;2;0
"Karlstedt Jorma";"ReducSlight";"0";"1";"NoImpact";"NoRecommend";"Keep";"NotAny";"Keep";"RedDvlAid";"FinInterest";"YesIfOther";"CapIncome";"TFHomeSeller";"Keep";"0";"Keep";"NotSoon";"YesWithEU";"ResRussian";"NoIncrease";"Keep";"1";"YesIfOpt";"TooLoose";"Keep";"IncAndLearn";"170";"VoluntCoop";"LessEq";29;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;4;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;-1;0;0;1;1;0;0;0;1;1;0;-1;0;1;0;0;0;-1;-1;-1;0;-1;0;1;-1;0;0;1;0;0;7;7
"Katainen Elsi";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kaunisto Timo";"ReducSlight";"1";"0";"Keep";"NoRecommend";"RaiseByMult";"IncAge";"Keep";"DropDaycare";"FinInterest";"YesIfOther";"VAT";"TFHomeSeller";"RemGrad";"0";"Select";"Never";"YesHumRight";"ResRussian";"GrowMod";"Keep";"0";"YesTrad";"Fine";"Keep";"IncAndLearn";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;0;0;1;0;0;0;0;1;0;1;1;1;1;1;0;1;1;-1;0;-1;1;0;1;1;1;0;1;1;2;16
"Keinanen Outi";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kekkonen Anssi";"ReducMuch";"1";"0";"Keep";"Yes";"RaiseByMult";"RemAllowance";"Keep";"CutBusiness";"FinInterest";"YesAlways";"CapIncome";"TFHomeSeller";"RemGrad";"0";"Keep";"NotSoon";"YesWithEU";"ResRussian";"GrowMod";"Loosen";"1";"YesIfOpt";"Fine";"LocNetBan";"NoInc";"340";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;-1;0;0;0;0;0;-1;0;0;1;0;-1;0;1;1;1;1;0;0;-1;0;0;0;0;0;0;1;0;0;0;4;7
"Kemppi Jouni";"ReducSlight";"0";"0";"Keep";"Yes";"Keep";"NotAny";"IncSligh";"Other";"FinInterest";"YesIfOther";"CapIncome";"EmpBenDed";"Keep";"0";"Keep";"NotSoon";"YesWithEU";"ResRussian";"NoIncrease";"Keep";"1";"YesTrad";"Fine";"LocNetBan";"IncAndLearn";"230";"VoluntCoop";"Keep";29;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;-1;0;0;1;1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"Keranen Niilo";"ReducMuch";"0";"0";"NoImpact";"NoRecommend";"Keep";"NotAny";"IncSligh";"Other";"FinInterest";"YesAlways";"CapIncome";"UnionFees";"Keep";"0";"Keep";"NotSoon";"YesHumRight";"ResRussian";"NoIncrease";"Keep";"0";"YesTrad";"Fine";"Keep";"NoInc";"290";"VoluntCoop";"MoreEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3;0;1;-1;0;0;-1;1;0;0;0;0;0;-1;-1;1;0;1;0;0;0;-1;-1;-1;0;1;-1;0;0;0;1;0;8;6
"Kerola Inkeri";"ReducMuch";"0";"0";"NoImpact";"Yes";"RaiseByOne";"NotAny";"IncSligh";"Other";"FinInterest";"Never";"CapIncome";"UnionFees";"Keep";"0";"Keep";"NotSoon";"YesHumRight";"ResRussian";"NoIncrease";"Keep";"1";"YesTrad";"TooLoose";"Keep";"NoInc";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;3;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kilpelainen Sami";"ReducSlight";"0";"0";"Keep";"Yes";"Keep";"NotAny";"IncSligh";"Other";"SuppWasMstk";"YesIfOther";"NoneOfThese";"NoneOfThese";"Keep";"0";"Keep";"NotSoon";"YesHumRight";"ResAllForeign";"GrowMod";"Keep";"0";"YesTrad";"TooLoose";"Keep";"IncAndLearn";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;3;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kinnunen Markus";"Approp";"0";"0";"NoImpact";"Yes";"RaiseByMult";"IncAge";"Keep";"CutBusiness";"FinInterest";"YesIfOther";"CapIncome";"UnionFees";"Keep";"0";"Keep";"NotSoon";"YesHumRight";"ResAllForeign";"GrowMod";"Keep";"1";"YesTrad";"TooLoose";"Keep";"IncAndLearn";"230";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;-1;-1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;3;4
"Kiviniemi Mari";"ReducSlight";"1";"0";"Keep";"Yes";"Keep";"NotAny";"Keep";"Other";"FinInterest";"YesIfOther";"CapIncome";"NoneOfThese";"Keep";"0";"Keep";"NotSoon";"YesHumRight";"NoRestrict";"Keep";"Keep";"0";"YesIfOpt";"Fine";"Keep";"IncAndLearn";"230";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1;0;1;1;0;0;0;1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;5
"Kiviranta Esko";"ReducSlight";"0";"1";"Keep";"Yes";"Keep";"NotAny";"IncSligh";"NoCut";"EuroWasMstk";"Never";"VAT";"NoneOfThese";"Keep";"0";"Keep";"NotSoon";"YesWithEU";"ResRussian";"Keep";"Keep";"0";"YesTrad";"TooLoose";"Keep";"NoneOfThese";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Koivisto Anna-Liisa";"ReducSlight";"1";"0";"NoImpact";"Yes";"RaiseByMult";"RemAllowance";"Fifty";"NoIndexBound";"FinInterest";"YesAlways";"CapIncome";"UnionFees";"Keep";"0";"Keep";"YesNotSoon";"YesHumRight";"ResRussian";"GrowMod";"BanHomeStrg";"1";"YesIfOpt";"Fine";"LocNetBan";"IncAndLearn";"230";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"Koivunen Meeri";"ReducMuch";"1";"1";"NoImpact";"Yes";"Keep";"NotAny";"Fifty";"RedMilitary";"FinInterest";"YesIfOther";"NotAny";"HouseHDed";"RemGrad";"0";"Keep";"NotSoon";"YesWithEU";"ResAllForeign";"GrowMod";"BanHomeStrg";"0";"YesTrad";"Fine";"LocNetBan";"IncAndLearn";"230";"VoluntCoop";"LessEq";29;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;-1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3
"Kolbe Laura";"ReducSlight";"1";"0";"Keep";"Yes";"Keep";"NotAny";"Fifty";"CutBusiness";"FinInterest";"YesIfOther";"CapIncome";"UnionFees";"Keep";"0";"Keep";"Never";"YesHumRight";"NoRestrict";"GrowMod";"BanHandG";"0";"YesTrad";"Fine";"Keep";"IncAndLearn";"290";"NewCouncil";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;3;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1;-1;0;0;0;0;0;-1;0;0;-1;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;5;3
"Koli Eero";"ReducMuch";"0";"0";"Adjust";"Yes";"Keep";"NotAny";"Fifty";"Other";"QuitEuro";"Never";"NotAny";"NoneOfThese";"Keep";"1";"Keep";"Never";"YesHumRight";"ResAllForeign";"GrowMod";"Loosen";"0";"YesTrad";"TooLoose";"Keep";"NoInc";"400";"Keep";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;3;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;3;0;0;0;0;1;1;1;0;1;1;0;1;1;1;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;0;16
"Komi Katri";"ReducSlight";"0";"0";"Keep";"Yes";"Keep";"RemAllowance";"PricePrior";"Other";"FinInterest";"YesIfOther";"VAT";"NoneOfThese";"RemGrad";"0";"Keep";"NotSoon";"YesHumRight";"NoRestrict";"GrowMod";"Keep";"0";"YesTrad";"TooLoose";"LocNetBan";"NoInc";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;2;0
"Korhonen Jarmo";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Korhonen Seija";"ReducMuch";"0";"1";"NoImpact";"Yes";"Keep";"RemAllowance";"IncSligh";"Other";"FinInterest";"YesIfOther";"CapIncome";"HouseHDed";"Keep";"0";"Keep";"NotSoon";"YesHumRight";"ResRussian";"GrowMod";"Keep";"0";"YesTrad";"TooLoose";"Keep";"NoInc";"230";"VoluntCoop";"Keep";29;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1;0;0;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;-1;0;0;0;0;1;1;0;0;0;0;2;10
"Korhonen Timo";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Korhonen Virpi";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"IncSligh";"RedMilitary";"FinInterest";"YesIfOther";"CapIncome";"UnionFees";"Keep";"0";"Select";"NotSoon";"YesWithEU";"ResRussian";"GrowMod";"BanHandG";"1";"YesTrad";"Fine";"LocNetBan";"IncAndLearn";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Korkeaoja Juha";"ReducSlight";"0";"1";"Keep";"NoRecommend";"Keep";"All";"Keep";"DropDaycare";"FinInterest";"YesIfOther";"VAT";"HouseHDed";"RemGrad";"0";"Keep";"NotSoon";"YesWithEU";"ResRussian";"GrowMod";"Keep";"0";"YesTrad";"Fine";"Keep";"IncAndLearn";"230";"NewCouncil";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1;-1;0;0;0;0;0;1;1;0;0;1;1;0;1;1;1;0;0;0;-1;0;0;0;0;0;0;-1;0;0;-1;4;8
"Koski Markku";"ReducSlight";"0";"1";"Keep";"NoRecommend";"RaiseByMult";"IncAge";"Fifty";"Other";"FinInterest";"YesIfOther";"NoneOfThese";"NoneOfThese";"Keep";"0";"Keep";"NotSoon";"YesHumRight";"ResRussian";"GrowMod";"Loosen";"1";"YesTrad";"Fine";"Keep";"NoneOfThese";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;3;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Koskinen Tarja-Riitta";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Koskinen Tuulia";"Approp";"0";"0";"NoImpact";"Yes";"Keep";"NotAny";"IncomePrior";"CutBusiness";"EuroWasMstk";"YesAlways";"Capital";"HouseHDed";"RemGrad";"0";"Keep";"NotSoon";"YesHumRight";"ResRussian";"GrowMod";"BanHandG";"1";"YesIfOpt";"TooLoose";"Keep";"NoInc";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;0;12
"Kulmuni Katri";"ReducMuch";"1";"0";"NoImpact";"Yes";"RaiseByMult";"IncAge";"IncSligh";"DropDaycare";"FinInterest";"YesIfOther";"CapIncome";"NoneOfThese";"Keep";"0";"Keep";"NotSoon";"YesHumRight";"ResRussian";"Keep";"BanHomeStrg";"1";"YesTrad";"Fine";"LocNetBan";"IncAndLearn";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;1;3
