"ID";"Q1:IncomeDiff";"Q2:GayAdoption";"Q3:NuclearPow";"Q4:ChildAlw";"Q5:SeniorCare";"Q6:RetireAge";"Q7:ExtWCareer";"Q8:BendIndex";"Q9:CutPblExpend";"Q10:GreekDebt";"Q11:TransacTax";"Q12:TaxInc";"Q13:TaxDeduc";"Q14:MortDeduc";"Q15:RealEstTax";"Q16:Conscript";"Q17:NATO";"Q18:HumRight";"Q19:LandOwn";"Q20:DvlAid";"Q22:Guns";"Q23:VolDomLng";"Q24:Suvivirsi";"Q25:Immigration";"Q26:SaimaaSeal";"Q27:MunOutsource";"Q28:MunNb";"Q29:CptRegMerger";"Q30:EqlTransfer";"CountAnsw";"Q21:Fb:Bolivia";"Q21:Fb:Brasilia";"Q21:Fb:UK";"Q21:Fb:Spain";"Q21:Fb:Ghana";"Q21:Fb:India";"Q21:Fb:Iran";"Q21:Fb:Island";"Q21:Fb:Israel";"Q21:Fb:Italy";"Q21:Fb:Canada";"Q21:Fb:China";"Q21:Fb:Cuba";"Q21:Fb:Norway";"Q21:Fb:Poland";"Q21:Fb:France";"Q21:Fb:Sweden";"Q21:Fb:Germany";"Q21:Fb:Tanzania";"Q21:Fb:Danemark";"Q21:Fb:Tunisia";"Q21:Fb:Turkey";"Q21:Fb:Russia";"Q21:Fb:Estonia";"Q21:Fb:USA";"CountQ21:Fb";"Q31:GvtPrt:IPU";"Q31:GvtPrt:KES";"Q31:GvtPrt:KOK";"Q31:GvtPrt:KA";"Q31:GvtPrt:KD";"Q31:GvtPrt:KTP";"Q31:GvtPrt:M2011";"Q31:GvtPrt:PS";"Q31:GvtPrt:PIR";"Q31:GvtPrt:RKP";"Q31:GvtPrt:SDP";"Q31:GvtPrt:SEN";"Q31:GvtPrt:SKP";"Q31:GvtPrt:STP";"Q31:GvtPrt:VP";"Q31:GvtPrt:VAS";"Q31:GvtPrt:VIHR";"CountQ31:GvtPrt";"W1:IncomeDiff";"W2:GayAdoption";"W3:NuclearPow";"W4:ChildAlw";"W5:SeniorCare";"W6:RetireAge";"W7:ExtWCareer";"W8:BendIndex";"W9:CutPblExpend";"W10:GreekDebt";"W11:TransacTax";"W12:TaxInc";"W13:TaxDeduc";"W14:MortDeduc";"W15:RealEstTax";"W16:Conscript";"W17:NATO";"W18:HumRight";"W19:LandOwn";"W20:DvlAid";"W21:FBCountry";"W22:Guns";"W23:VolDomLng";"W24:Suvivirsi";"W25:Immigration";"W26:SaimaaSeal";"W27:MunOutsource";"W28:MunNb";"W29:CptRegMerger";"W30:EqlTransfer";"W31:GvtPrt";"CountNegW";"CountPosW"
"Heikka Minna";"ReducMuch";"1";"0";"NoImpact";"Yes";"RaiseByOne";"RemAllowance";"Keep";"RedMilitary";"FinInterest";"YesIfOther";"Energy";"TFHomeSeller";"RemGrad";"0";"Volunteer";"Never";"YesHumRight";"NoRestrict";"Keep";"BanHomeStrg";"0";"0";"TooStrict";"LocNetBan";"IncAndLearn";"0";"NewCouncil";"Keep";29;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"Heikkila Teppo";"ReducMuch";"1";"0";"Adjust";"Yes";"Keep";"NotAny";"Fifty";"RedMilitary";"DebtRestruct";"YesIfOther";"Energy";"TFHomeSeller";"RemGrad";"0";"Select";"Never";"YesHumRight";"NoRestrict";"Keep";"Keep";"1";"YesIfAlt";"Fine";"WNetBan";"IncAndLearn";"340";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Heinamaki Anna-Kaisa";"ReducSlight";"1";"0";"NoImpact";"Yes";"RaiseByOne";"RemAllowance";"IncSligh";"RedMilitary";"FinInterest";"YesIfOther";"CapIncome";"TFHomeSeller";"Keep";"1";"Select";"NotSoon";"YesHumRight";"ResRussian";"GrowMod";"Keep";"0";"YesIfOpt";"Fine";"LocNetBan";"IncAndLearn";"170";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;-1;-1;0;0;1;1;0;0;0;2;6
"Heino Johan";"ReducMuch";"1";"0";"Adjust";"Yes";"Keep";"NotAny";"PricePrior";"RedMilitary";"FinInterest";"YesAlways";"CapIncome";"TFHomeSeller";"RemGrad";"1";"Select";"Never";"YesHumRight";"NoRestrict";"Keep";"BanHandG";"1";"YesIfOpt";"Fine";"WNetBandAndBuild";"Reduce";"230";"NewCouncil";"Keep";29;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;-1;1;-1;1;1;1;0;0;1;0;1;-1;0;0;0;0;1;-1;1;0;1;1;-1;1;1;1;0;1;0;1;5;15
"Helander Hannele";"ReducMuch";"1";"0";"Keep";"Yes";"Keep";"NotAny";"IncSligh";"RedMilitary";"FinInterest";"YesIfOther";"CapIncome";"TFHomeSeller";"Keep";"0";"Volunteer";"Never";"YesHumRight";"ResRussian";"Keep";"BanHomeStrg";"1";"YesIfOpt";"TooStrict";"LocNetBan";"IncAndLearn";"170";"VoluntCoop";"MoreEq";29;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;9
"Helisto Kimmo";"ReducSlight";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"Keep";"CutAgri";"FinInterest";"YesIfOther";"CapIncome";"TFHomeSeller";"RemGrad";"1";"Select";"NotSoon";"YesHumRight";"NoRestrict";"Keep";"BanHomeStrg";"0";"YesTrad";"TooStrict";"LocNetBan";"IncAndLearn";"170";"Must";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;2;0
"Hietanen Sami";"ReducMuch";"1";"0";"Adjust";"Yes";"RaiseByMult";"IncAge";"Fifty";"RedMilitary";"FinInterest";"YesAlways";"Capital";"EmpBenDed";"Keep";"0";"Volunteer";"Never";"YesHumRight";"NoRestrict";"Keep";"BanHomeStrg";"0";"0";"TooStrict";"LocNetBan";"NoInc";"230";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;3;1;1;1;0;-1;0;0;0;1;0;0;1;-1;-1;-1;1;1;1;-1;0;0;1;0;1;1;0;1;0;0;0;1;5;13
"Hiilamo Heikki";"ReducMuch";"1";"0";"NoImpact";"Yes";"RaiseByMult";"NotAny";"IncSligh";"RedMilitary";"DebtRestruct";"YesAlways";"CapIncome";"NoneOfThese";"RemGrad";"1";"Select";"Never";"YesHumRight";"NoRestrict";"Keep";"BanHomeStrg";"0";"YesTrad";"TooStrict";"WNetBan";"NoInc";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
"Hirsiaho Nina";"ReducMuch";"1";"0";"Adjust";"Yes";"Keep";"NotAny";"Fifty";"RedMilitary";"Support";"YesAlways";"Capital";"TFHomeSeller";"Keep";"0";"Volunteer";"NotSoon";"YesWithEU";"ResRussian";"Keep";"BanHomeStrg";"1";"YesIfOpt";"TooStrict";"WNetBandAndBuild";"Reduce";"290";"VoluntCoop";"MoreEq";29;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;-1;1;0;1;1;1;1;1;0;1;1;1;1;-1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;2;25
"Hirsikangas Miia";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"IncomePrior";"Other";"FinInterest";"YesAlways";"CapIncome";"NoneOfThese";"Keep";"0";"Volunteer";"Never";"YesHumRight";"NoRestrict";"Keep";"BanHomeStrg";"0";"YesIfOpt";"TooStrict";"WNetBan";"NoInc";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;3;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;1;5
"Holmberg Nico";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Holopainen Hanna";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"Keep";"NoCut";"FinInterest";"YesAlways";"CapIncome";"TFHomeSeller";"RemGrad";"0";"Volunteer";"Never";"YesHumRight";"ResRussian";"Keep";"BanHomeStrg";"1";"YesTrad";"Fine";"WNetBandAndBuild";"IncAndLearn";"170";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1;1;1;1;0;0;0;-1;0;0;0;1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;1;-1;-1;-1;0;0;6;6
"Holtta Harri";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"IncSligh";"CutBusiness";"FinInterest";"YesIfOther";"Income";"TFHomeSeller";"RemGrad";"0";"Volunteer";"NotSoon";"YesHumRight";"ResRussian";"Keep";"Keep";"1";"YesIfOpt";"Fine";"LocNetBan";"NoInc";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;3;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;-1;0;1;1;0;-1;1;1;2;11
"Holtta Heikki";"ReducMuch";"1";"0";"Remove";"Yes";"Keep";"NotAny";"Fifty";"RemAllowance";"SuppWasMstk";"YesAlways";"Capital";"TFHomeSeller";"Keep";"1";"Select";"Never";"YesHumRight";"ResRussian";"Keep";"BanHandG";"1";"YesTrad";"Fine";"LocNetBan";"NoInc";"170";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4
"Hopsu Inka";"ReducSlight";"1";"0";"NoImpact";"Yes";"RaiseByOne";"IncAge";"Keep";"CutAgri";"FinInterest";"YesAlways";"CapIncome";"TFHomeSeller";"RemGrad";"0";"Select";"NotSoon";"YesHumRight";"NoRestrict";"Keep";"BanHandG";"0";"YesTrad";"TooStrict";"LocNetBan";"IncAndLearn";"0";"NewCouncil";"LessEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;0;0;0;1;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;3;1
"Ihonen Jari";"ReducSlight";"1";"0";"Keep";"Yes";"Keep";"NotAny";"Keep";"CutAgri";"FinInterest";"YesIfOther";"Income";"TFHomeSeller";"RemGrad";"0";"Keep";"NotSoon";"YesHumRight";"ResAllForeign";"Keep";"Keep";"0";"YesIfOpt";"Fine";"LocNetBan";"NoInc";"170";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Ikonen Risto";"ReducMuch";"1";"0";"NoImpact";"NoIncrease";"RaiseByMult";"IncAge";"PricePrior";"CutAgri";"FinInterest";"YesAlways";"Income";"TFHomeSeller";"RemGrad";"0";"Volunteer";"Never";"YesWithEU";"NoRestrict";"GrowMod";"BanHandG";"1";"YesTrad";"Fine";"LocNetBan";"NoInc";"230";"Must";"MoreEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;3;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Ilmonen Jukka";"ReducMuch";"1";"0";"Adjust";"Yes";"Keep";"NotAny";"Fifty";"RedMilitary";"Support";"YesAlways";"Energy";"HouseHDed";"Remove";"1";"Quit";"Never";"YesHumRight";"NoRestrict";"Keep";"BanHandG";"1";"YesIfOpt";"TooStrict";"WNetBandAndBuild";"NoInc";"340";"Must";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;3;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;-1;1;0;-1;0;0;0;1;1;1;0;1;1;2;21
"Ilvessalo Saara";"ReducMuch";"1";"0";"NoImpact";"Yes";"RaiseByMult";"IncAge";"IncSligh";"RedMilitary";"FinInterest";"YesAlways";"Energy";"TFHomeSeller";"Remove";"0";"Volunteer";"Never";"YesHumRight";"NoRestrict";"Keep";"Keep";"0";"YesIfOpt";"TooStrict";"WNetBandAndBuild";"NoneOfThese";"0";"VoluntCoop";"RemEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;1;1;0;0;0;0;0;1;0;0;0;0;0;-1;0;1;1;0;1;-1;0;0;0;0;1;0;0;0;0;-1;3;7
"Ingervo Sirkku";"ReducMuch";"1";"0";"NoImpact";"Yes";"RaiseByMult";"IncAge";"Keep";"CutAgri";"FinInterest";"YesAlways";"CapIncome";"TFHomeSeller";"RemGrad";"1";"Select";"Never";"YesHumRight";"ResRussian";"Keep";"BanHomeStrg";"1";"YesTrad";"TooStrict";"WNetBandAndBuild";"NoInc";"230";"NewCouncil";"LessEq";29;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;3;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;8
"Jaakkola Henrik";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"Keep";"RedMilitary";"Support";"YesAlways";"Energy";"TFHomeSeller";"Remove";"0";"Volunteer";"Never";"YesHumRight";"NoRestrict";"Keep";"BanHandG";"1";"0";"TooStrict";"LocNetBan";"Reduce";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;3;1;1;1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;1;-1;0;0;0;0;0;0;-1;0;0;0;3;4
"Janhunen Mervi";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"Keep";"RedMilitary";"DebtRestruct";"YesIfOther";"CapIncome";"UnionFees";"RemGrad";"0";"Volunteer";"Never";"YesHumRight";"ResRussian";"Keep";"BanHomeStrg";"0";"YesIfOpt";"Fine";"LocNetBan";"NoInc";"170";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;1;-1;0;0;0;0;0;0;0;0;0;0;2;5
"Jantti Ari";"ReducMuch";"1";"0";"Remove";"Yes";"Keep";"NotAny";"IncomePrior";"Other";"Support";"YesIfOther";"Energy";"TFHomeSeller";"Keep";"0";"Volunteer";"Never";"YesHumRight";"ResRussian";"Keep";"Keep";"0";"YesIfAlt";"Fine";"LocNetBan";"NoInc";"0";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;3;0;0;1;-1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;2;2
"Jarvinen Heli";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"IncSligh";"RedMilitary";"FinInterest";"YesAlways";"CapIncome";"HouseHDed";"RemGrad";"0";"Select";"Never";"YesHumRight";"ResRussian";"Keep";"Keep";"0";"YesIfOpt";"Fine";"LocNetBan";"IncAndLearn";"230";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"Johansson Ilkka";"ReducMuch";"0";"0";"NoImpact";"Yes";"RaiseByOne";"IncAge";"Fifty";"CutBusiness";"FinInterest";"YesIfOther";"CapIncome";"UnionFees";"Keep";"1";"Volunteer";"YesSoon";"YesHumRight";"ResAllForeign";"Keep";"BanHomeStrg";"1";"YesTrad";"TooLoose";"LocNetBan";"NoInc";"230";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;-1;1;0;1;1;1;1;-1;0;0;1;2;13
"Jokila Kirsi Killi";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"PricePrior";"RedMilitary";"FinInterest";"YesIfOther";"CapIncome";"HouseHDed";"Keep";"0";"Select";"Never";"YesHumRight";"ResRussian";"Keep";"BanHomeStrg";"0";"YesTrad";"TooStrict";"LocNetBan";"IncAndLearn";"230";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"Juntunen Pauliina";"ReducSlight";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"IncSligh";"Other";"Support";"Never";"CapIncome";"EmpBenDed";"RemGrad";"1";"Volunteer";"NotSoon";"YesWithEU";"ResRussian";"GrowMod";"Keep";"1";"YesIfOpt";"TooLoose";"LocNetBan";"NoInc";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;-1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;1;0;0;0;0;2;4
"Juurikkala Timo";"ReducMuch";"1";"0";"NoImpact";"Yes";"RaiseByOne";"IncAge";"Keep";"RedMilitary";"FinInterest";"YesAlways";"CapIncome";"TFHomeSeller";"RemGrad";"1";"Volunteer";"Never";"YesHumRight";"NoRestrict";"Keep";"BanHandG";"1";"YesTrad";"Fine";"WNetBan";"IncAndLearn";"0";"NewCouncil";"LessEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;1;1;1;0;-1;0;0;0;1;1;0;1;-1;0;0;0;-1;1;-1;-1;1;-1;0;1;0;0;1;0;0;6;11
"Juutinen Jari";"ReducMuch";"1";"0";"NoImpact";"Yes";"RaiseByMult";"IncAge";"Fifty";"RedMilitary";"FinInterest";"YesAlways";"CapIncome";"UnionFees";"RemGrad";"0";"Quit";"Never";"YesHumRight";"NoRestrict";"Keep";"BanHandG";"0";"0";"Fine";"LocNetBan";"Reduce";"290";"NewCouncil";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;1;1;1;0;0;0;0;0;1;0;1;0;0;-1;1;1;0;-1;0;1;1;0;-1;0;0;1;0;0;0;0;3;11
"Juvonen Toni";"ReducSlight";"1";"0";"Keep";"NoRecommend";"RaiseByOne";"NotAny";"Keep";"CutAgri";"DebtRestruct";"YesAlways";"CapIncome";"UnionFees";"RemGrad";"1";"Select";"YesNotSoon";"YesHumRight";"NoRestrict";"Keep";"Keep";"1";"YesTrad";"Fine";"LocNetBan";"NoneOfThese";"0";"Must";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3;0;0;0;-1;0;1;1;0;0;0;0;0;0;1;0;-1;-1;0;-1;0;-1;-1;-1;-1;0;0;0;0;-1;0;0;9;3
"Kaipila Paavo-Einari";"ReducMuch";"1";"0";"Adjust";"Yes";"RaiseByMult";"IncAge";"Keep";"RedMilitary";"FinInterest";"YesAlways";"Energy";"TFHomeSeller";"RemGrad";"0";"Select";"Never";"YesWithEU";"NoRestrict";"Keep";"Keep";"1";"0";"TooStrict";"WNetBandAndBuild";"IncAndLearn";"170";"NewCouncil";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;1;1;0;0;0;0;-1;0;0;0;1;-1;0;-1;0;0;0;0;1;-1;0;1;0;0;1;0;0;0;0;0;4;7
"Kajan Maija";"ReducMuch";"1";"0";"NoImpact";"Yes";"RaiseByMult";"NotAny";"Keep";"RedMilitary";"FinInterest";"YesAlways";"CapIncome";"EmpBenDed";"RemGrad";"1";"Select";"NotSoon";"YesHumRight";"ResRussian";"Keep";"BanHomeStrg";"0";"YesTrad";"TooStrict";"LocNetBan";"NoInc";"170";"NewCouncil";"LessEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;1;0;1;1;1;0;-1;0;0;0;-1;0;-1;-1;0;0;-1;1;-1;-1;-1;-1;0;0;1;0;-1;-1;0;11;7
"Kanala Kari";"ReducMuch";"1";"0";"Adjust";"Yes";"Keep";"NotAny";"IncSligh";"RemAllowance";"FinInterest";"YesAlways";"CapIncome";"UnionFees";"RemGrad";"0";"Keep";"Never";"YesHumRight";"ResRussian";"Keep";"BanHomeStrg";"0";"YesIfOpt";"TooStrict";"LocNetBan";"IncButChoose";"290";"VoluntCoop";"Keep";29;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;1;1;1;1;1;0;0;0;1;0;1;0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;22
"Kanerva-Poranen Kirsi";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"IncSligh";"RedMilitary";"FinInterest";"YesAlways";"CapIncome";"NoneOfThese";"RemGrad";"1";"Select";"Never";"YesHumRight";"NoRestrict";"Keep";"BanHandG";"0";"YesIfOpt";"Fine";"WNetBan";"IncAndLearn";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;-1;1;0;-1;0;0;1;-1;0;0;0;3;6
"Kankaanpera Tero";"Approp";"1";"0";"Keep";"NoRecommend";"Keep";"NotAny";"IncSligh";"CutAgri";"FinInterest";"YesAlways";"CapIncome";"NoneOfThese";"Keep";"0";"Volunteer";"NotSoon";"YesHumRight";"ResRussian";"Keep";"Keep";"1";"0";"TooStrict";"LocNetBan";"IncAndLearn";"0";"Keep";"LessEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-1;0;0;1;1;1;0;0;0;0;0;1;6
"Kantele Martta";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"Keep";"CutBusiness";"FinInterest";"YesIfOther";"Energy";"NoneOfThese";"RemGrad";"0";"Select";"Never";"YesHumRight";"NoRestrict";"Keep";"Keep";"1";"YesTrad";"TooStrict";"LocNetBan";"NoInc";"170";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0;0;0;2;3
