"ID";"ElectDistrict";"Party";"Age";"Gender";"Independent";"Region";"EduLvl";"RegElected";"MP";"EuroMP"
"Backman Sampo";"Oulu";"RKP";39;"M";0;"N-Ostrobothnia";6;0;0;0
"Beijar Marcus";"Vaasa";"RKP";24;"M";0;"Ostrobothnia";5;1;0;0
"Bergman-Auvinen Marie";"Uusimaa";"RKP";46;"F";0;"Uusimaa";4;1;0;0
"Biaudet Tom";"Helsinki";"RKP";60;"M";0;"Uusimaa";5;0;0;0
"Bjorklund Sam";"Helsinki";"RKP";31;"M";0;"Uusimaa";5;0;0;0
"Bjorkskog Bengt";"Lapland";"RKP";67;"M";0;"Lapland";4;0;0;0
"Bjornberg-Enckell Maria";"Helsinki";"RKP";47;"F";0;"Uusimaa";6;1;0;0
"Blomberg Haakan";"Uusimaa";"RKP";53;"M";0;"Uusimaa";0;0;0;0
"Blomqvist Thomas";"Uusimaa";"RKP";46;"M";0;"Uusimaa";0;1;1;0
"Blomstedt Aasa";"Vaasa";"RKP";NA;NA;NA;NA;NA;NA;NA;NA
"Borgarsdóttir Sandelin Silja";"Uusimaa";"RKP";26;"F";0;"Uusimaa";3;0;0;0
"Brettschneider Gunvor";"Helsinki";"RKP";77;"F";0;"Uusimaa";6;0;0;0
"Donner Jorn";"Helsinki";"RKP";78;"M";1;"Uusimaa";7;0;0;0
"Drobych Elena";"Helsinki";"RKP";NA;NA;NA;NA;NA;NA;NA;NA
"Elfgren Thomas";"Uusimaa";"RKP";56;"M";0;"Uusimaa";0;0;0;0
"Ellenberg Benjamin";"Helsinki";"RKP";18;"M";0;NA;0;0;0;0
"Forsblom Peppe";"Uusimaa";"RKP";51;"M";0;"Uusimaa";6;1;0;0
"Gastgivars Lars Erik";"Vaasa";"RKP";64;"M";0;NA;0;1;0;0
"Gestrin Christina";"Uusimaa";"RKP";44;"F";0;"Uusimaa";6;1;1;0
"Granberg Fred";"Uusimaa";"RKP";63;"M";0;"Uusimaa";4;0;0;0
"Gronmark Monica";"Uusimaa";"RKP";37;"F";0;"Uusimaa";6;1;0;0
"Gullberg Tom";"Vaasa";"RKP";46;"M";0;"Ostrobothnia";7;1;0;0
"Hallfors Christoffer";"Uusimaa";"RKP";24;"M";0;"Uusimaa";3;1;0;0
"Hassan Ahmed";"Helsinki";"RKP";26;"M";0;"Uusimaa";5;0;0;0
"Heijnsbroek-Wiren Mia";"Uusimaa";"RKP";41;"F";0;"Uusimaa";4;1;0;0
"Henriksson Anna-Maja";"Vaasa";"RKP";47;"F";0;"Ostrobothnia";6;1;1;0
"Hilli Mats";"Oulu";"RKP";32;"M";0;"N-Ostrobothnia";6;0;0;0
"Jansson Max";"Lapland";"RKP";38;"M";0;"Ostrobothnia";3;0;0;0
"Jern Olav";"Vaasa";"RKP";61;"M";0;"Ostrobothnia";3;0;0;0
"Jungner-Nordgren Anna";"Helsinki";"RKP";36;"F";0;"Uusimaa";5;0;0;0
"Juuso Tuomas Aslak";"Lapland";"RKP";26;"M";0;"Lapland";3;0;0;0
"Kald Mikael";"Vaasa";"RKP";56;"M";0;"N-Ostrobothnia";0;0;0;0
"Kankkonen Stig";"Uusimaa";"RKP";65;"M";0;"Uusimaa";6;1;0;0
"Karlsson Patrik";"Uusimaa";"RKP";45;"M";0;"Uusimaa";6;1;0;0
"Korpivaara Susanna";"Uusimaa";"RKP";38;"F";0;"Uusimaa";6;0;0;0
"Laaksonen Ann-Louise";"Helsinki";"RKP";NA;NA;NA;NA;NA;NA;NA;NA
"Liljestrom Christel";"Uusimaa";"RKP";50;"F";0;"Uusimaa";4;1;0;0
"Lithen Carola";"Vaasa";"RKP";NA;NA;NA;NA;NA;NA;NA;NA
"Luther Michael";"Vaasa";"RKP";NA;NA;NA;NA;NA;NA;NA;NA
"Mackiewicz Janina";"Helsinki";"RKP";27;"F";0;"Uusimaa";6;0;0;0
"Mannfolk Niklas";"Finland Proper";"RKP";26;"M";0;"W-Finland";6;0;0;0
"Maansson Bjorn";"Uusimaa";"RKP";58;"M";0;"Uusimaa";3;0;0;0
"Murto Armi";"Helsinki";"RKP";27;"F";0;"Uusimaa";5;0;0;0
"Nakkalajarvi Klemetti";"Lapland";"RKP";50;"M";1;"Lapland";7;0;0;0
"Nordstrom Marcus";"Uusimaa";"RKP";34;"M";0;"Uusimaa";0;1;0;0
"Nurmivaara Astrid";"Uusimaa";"RKP";56;"F";0;"Uusimaa";4;0;0;0
"Nylander Mikaela";"Uusimaa";"RKP";41;"F";0;"Uusimaa";3;1;1;0
"Nylund Mats";"Vaasa";"RKP";46;"M";0;"Ostrobothnia";0;0;1;0
"Nylund-Mallinen Ann";"Uusimaa";"RKP";45;"F";0;"Uusimaa";5;1;0;0
"Ollikainen Mikko";"Vaasa";"RKP";NA;NA;NA;NA;NA;NA;NA;NA
"Orre Werner";"Uusimaa";"RKP";37;"M";0;"Uusimaa";6;1;0;0
"Pipping Hugo";"Helsinki";"RKP";26;"M";0;"Uusimaa";5;0;0;0
"Rantala Marcus";"Helsinki";"RKP";33;"M";0;"Uusimaa";6;0;0;0
"Raunio Christel";"Uusimaa";"RKP";42;"F";0;"E-Uusimaa";5;1;0;0
"Rehn-Kivi Veronica";"Uusimaa";"RKP";55;"F";0;"Uusimaa";6;1;0;0
"Said Arshe";"Helsinki";"RKP";37;"M";0;NA;7;0;0;0
"Sandberg Johanna";"Helsinki";"RKP";30;"F";0;"Uusimaa";6;0;0;0
"Singh Tino";"Helsinki";"RKP";39;"M";0;"Uusimaa";3;0;0;0
"Skaatar Ralf";"Vaasa";"RKP";NA;NA;NA;NA;NA;NA;NA;NA
"Sonntag-Wilenius Camilla";"Finland Proper";"RKP";NA;"F";0;"W-Finland";0;0;0;0
"Spiegel Ilya";"Uusimaa";"RKP";NA;NA;NA;NA;NA;NA;NA;NA
"Starck Gunilla";"Uusimaa";"RKP";44;"F";0;"Uusimaa";4;0;0;0
"Storgaard Paivi";"Helsinki";"RKP";45;"F";0;NA;0;0;0;0
"Strand Joakim";"Vaasa";"RKP";NA;NA;NA;NA;NA;NA;NA;NA
"Strang Patrik";"Uusimaa";"RKP";44;"M";0;"Uusimaa";6;0;0;0
"Sundqvist Carola";"Vaasa";"RKP";NA;NA;NA;NA;NA;NA;NA;NA
"Tammenmaa Corinna";"Uusimaa";"RKP";37;"F";0;"Uusimaa";6;1;0;0
"Tegengren Jens";"Uusimaa";"RKP";NA;NA;NA;NA;NA;NA;NA;NA
"Thors Astrid";"Helsinki";"RKP";53;"F";0;"Uusimaa";6;1;1;0
"Wallin Stefan";"Finland Proper";"RKP";43;"M";0;"W-Finland";6;1;1;0
"Wasenius Reidar";"Uusimaa";"RKP";NA;NA;NA;NA;NA;NA;NA;NA
"Wenman Lena";"Helsinki";"RKP";40;"F";0;"Uusimaa";5;1;0;0
"Wideroos Ulla-Maj";"Vaasa";"RKP";59;"F";0;"Ostrobothnia";4;1;1;0
"Wikstrom Anders";"Uusimaa";"RKP";30;"M";0;"E-Uusimaa";5;0;0;0
"Wrede Georg Henrik";"Helsinki";"RKP";46;"M";0;"Uusimaa";6;0;0;0
"Zahir Hatam Midiya";"Uusimaa";"RKP";26;"F";0;"Uusimaa";5;1;0;0
"Ahonen Esko";"Vaasa";"KESK";55;"M";0;"S-Ostrobothnia";4;1;1;0
"Ahvenainen Mikko";"Uusimaa";"KESK";22;"M";0;"Uusimaa";3;0;0;0
"Aijo Matti";"Pirkanmaa";"KESK";56;"M";0;"Pirkanmaa";5;1;0;0
"Alanko Antti";"Uusimaa";"KESK";57;"M";0;"Uusimaa";4;0;0;0
"Alatalo Mikko";"Pirkanmaa";"KESK";59;"M";0;"Pirkanmaa";3;1;1;0
"Alku Antero";"Helsinki";"KESK";55;"M";0;"Uusimaa";6;0;0;0
"Ansala Liisa";"Lapland";"KESK";26;"F";0;"Lapland";6;1;0;0
"Anttila Sirkka-Liisa";"Tavastia";"KESK";67;"F";0;"Tavastia Proper";5;1;1;0
"Anttonen Tarja";"Tavastia";"KESK";28;"F";0;"Paijat-Hame";5;1;0;0
"Arvela Ari";"Pirkanmaa";"KESK";NA;"M";0;"Pirkanmaa";3;1;0;0
"Asikainen Katja";"N-Karelia";"KESK";21;"F";0;"N-Karelia";3;1;0;0
"Autio Risto";"Tavastia";"KESK";56;"M";0;"Tavastia Proper";6;1;1;0
"Auvinen Toni";"S-Savonia";"KESK";32;"M";0;"S-Savonia";3;1;0;0
"Das Bhowmik Elina";"Helsinki";"KESK";34;"F";0;"Uusimaa";6;0;0;0
"Ek-Marjamaki Teija";"Finland Proper";"KESK";NA;"F";0;"W-Finland";6;1;0;0
"Haaro Susanna";"Uusimaa";"KESK";37;"F";0;"E-Uusimaa";5;0;0;0
"Hagi Farah Mustafe";"Uusimaa";"KESK";29;"M";0;"Uusimaa";3;0;0;0
"Hakanen Pertti";"Pirkanmaa";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Hallikainen Pertti";"Uusimaa";"KESK";46;"M";0;"Uusimaa";4;0;0;0
"Hanhilahti Vilhartti";"Pirkanmaa";"KESK";22;"M";0;"Pirkanmaa";6;0;0;0
"Hanninen Tuomo";"Oulu";"KESK";57;"M";0;"N-Ostrobothnia";6;1;1;0
"Harkin Anne";"N-Karelia";"KESK";46;"F";0;"N-Karelia";5;1;0;0
"Haukipuro Kyosti";"Uusimaa";"KESK";56;"M";0;"Uusimaa";6;1;0;0
"Hautala Lasse";"Vaasa";"KESK";48;"M";0;"S-Ostrobothnia";4;1;1;0
"Hautala Paivi-Maria";"Satakunta";"KESK";55;"F";0;"Satakunta";7;0;0;0
"Heikura Aino";"N-Karelia";"KESK";25;"F";0;"N-Karelia";5;1;0;0
"Heinonen Kalevi";"Uusimaa";"KESK";54;"M";1;"Uusimaa";6;1;0;0
"Hilden Matias";"Pirkanmaa";"KESK";24;"M";0;"Pirkanmaa";5;1;0;0
"Hiltunen Kaisa";"N-Savonia";"KESK";28;"F";0;NA;5;0;0;0
"Hiltunen Paivi";"Pirkanmaa";"KESK";43;"F";0;"Pirkanmaa";6;1;0;0
"Hintsala Mikko";"Uusimaa";"KESK";26;"M";0;"Uusimaa";6;1;0;0
"Hirvaskoski Johannes";"Uusimaa";"KESK";43;"M";0;"Uusimaa";6;0;0;0
"Hoikkala Marjaana";"Finland Proper";"KESK";26;"F";0;"W-Finland";5;1;0;0
"Holma Hanna";"Pirkanmaa";"KESK";33;"F";0;"Pirkanmaa";0;1;0;0
"Hoskonen Hannu";"N-Karelia";"KESK";53;"M";0;"N-Karelia";4;1;1;0
"Huhtanen Tapio";"Satakunta";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Huittinen Ulla";"Finland Proper";"KESK";49;"F";0;"W-Finland";4;1;0;0
"Huuhilo Marjo";"Kymi";"KESK";NA;NA;0;"S-Karelia";4;1;0;0
"Ikkela-Koski Tuulia";"C-Finland";"KESK";45;"F";0;"C-Finland";6;0;0;0
"Isola Sanna";"Oulu";"KESK";34;"F";0;"N-Ostrobothnia";4;1;0;0
"Isomaa Eero";"Oulu";"KESK";50;"M";0;"N-Ostrobothnia";2;0;0;0
"Jalonen Vesa";"Satakunta";"KESK";44;"M";0;"Satakunta";6;1;0;0
"Jarva Marisanna";"Oulu";"KESK";29;"F";0;"Kainuu";6;1;0;0
"Jarvinen Sari";"C-Finland";"KESK";44;"F";0;"C-Finland";6;1;0;0
"Jauhojarvi Pirkko";"Lapland";"KESK";60;"F";0;"Lapland";3;0;0;0
"Kaariainen Seppo";"N-Savonia";"KESK";63;"M";0;"N-Savonia";6;1;1;0
"Kahkola Katariina";"Pirkanmaa";"KESK";32;"F";0;"Pirkanmaa";6;1;0;0
"Kaijanen Henna";"Kymi";"KESK";28;"F";0;"S-Karelia";0;0;0;0
"Kaikkonen Antti";"Uusimaa";"KESK";37;"M";0;"Uusimaa";0;1;1;0
"Kalli Timo";"Satakunta";"KESK";64;"M";0;"Satakunta";3;1;1;0
"Kalmari Anne";"C-Finland";"KESK";42;"F";0;"C-Finland";6;1;1;0
"Kalmi Petri";"Uusimaa";"KESK";53;"M";0;"Uusimaa";6;1;0;0
"Kaltiokumpu Oiva";"Satakunta";"KESK";NA;"M";0;"Satakunta";0;1;1;0
"Kanniainen Aino";"N-Savonia";"KESK";49;"F";0;"N-Savonia";4;1;0;0
"Karjalainen Aki";"Oulu";"KESK";NA;"M";0;"Kainuu";5;0;0;0
"Karjalainen Riitta";"Finland Proper";"KESK";51;"F";0;"W-Finland";6;0;0;0
"Karkkainen Eeva";"Helsinki";"KESK";21;"F";0;"Uusimaa";3;0;0;0
"Karlstedt Jorma";"Helsinki";"KESK";51;"M";0;"Uusimaa";4;0;0;0
"Katainen Elsi";"N-Savonia";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Kaunisto Timo";"Finland Proper";"KESK";48;"M";0;"W-Finland";6;1;1;0
"Keinanen Outi";"Lapland";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Kekkonen Anssi";"C-Finland";"KESK";24;"M";0;"C-Finland";5;1;0;0
"Kemppi Jouni";"Kymi";"KESK";53;"M";0;"S-Karelia";3;1;0;0
"Keranen Niilo";"Oulu";"KESK";NA;"M";0;"N-Ostrobothnia";6;1;0;0
"Kerola Inkeri";"Oulu";"KESK";54;"F";0;"N-Ostrobothnia";6;0;1;0
"Kilpelainen Sami";"Uusimaa";"KESK";33;"M";0;"Uusimaa";6;1;0;0
"Kinnunen Markus";"Helsinki";"KESK";27;"M";0;"Uusimaa";3;0;0;0
"Kiviniemi Mari";"Helsinki";"KESK";42;"F";0;"Uusimaa";6;1;1;0
"Kiviranta Esko";"Finland Proper";"KESK";60;"M";0;"W-Finland";6;1;1;0
"Koivisto Anna-Liisa";"Finland Proper";"KESK";51;"F";0;"W-Finland";6;1;0;0
"Koivunen Meeri";"Uusimaa";"KESK";NA;"F";0;"Uusimaa";7;0;0;0
"Kolbe Laura";"Helsinki";"KESK";53;"F";0;"Uusimaa";7;1;0;0
"Koli Eero";"Uusimaa";"KESK";55;"M";0;"Uusimaa";2;1;0;0
"Komi Katri";"S-Savonia";"KESK";42;"F";0;"S-Savonia";6;0;1;0
"Korhonen Jarmo";"Vaasa";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Korhonen Seija";"S-Savonia";"KESK";52;"F";0;"S-Savonia";6;1;0;0
"Korhonen Timo";"Oulu";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Korhonen Virpi";"Uusimaa";"KESK";39;"F";0;"Uusimaa";6;1;0;0
"Korkeaoja Juha";"Satakunta";"KESK";61;"M";0;"Satakunta";6;1;1;0
"Koski Markku";"Oulu";"KESK";59;"M";0;"N-Ostrobothnia";3;0;0;0
"Koskinen Tarja-Riitta";"Pirkanmaa";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Koskinen Tuulia";"Uusimaa";"KESK";73;"F";0;"Uusimaa";4;0;0;0
"Kulmuni Katri";"Lapland";"KESK";23;"F";0;"Lapland";5;0;0;0
"Kurvinen Antti";"Vaasa";"KESK";24;"M";0;"S-Ostrobothnia";5;1;0;0
"Kuusento Iinu";"Pirkanmaa";"KESK";35;"F";0;"Pirkanmaa";6;0;0;0
"Kuuskoski Eeva";"Helsinki";"KESK";64;"F";0;"Uusimaa";6;0;0;0
"Laaninen Timo";"Helsinki";"KESK";56;"M";0;"Uusimaa";6;0;0;0
"Laine Marja-Leena";"Uusimaa";"KESK";54;"F";0;"Uusimaa";6;1;0;0
"Lamminmaki Ari";"Pirkanmaa";"KESK";52;"M";0;"Pirkanmaa";4;1;0;0
"Lamsa Elina";"Tavastia";"KESK";23;"F";0;"Tavastia Proper";3;0;0;0
"Lankia Eero";"Uusimaa";"KESK";59;"M";0;"Uusimaa";4;1;0;0
"Lankia Outi";"Uusimaa";"KESK";31;"F";0;"Uusimaa";6;0;0;0
"Lanne Viveka";"Satakunta";"KESK";36;"F";0;"Satakunta";6;0;0;0
"Lansmans Liisa";"Kymi";"KESK";42;"F";0;"Kymenlaakso";4;0;0;0
"Lapiolahti Paivi";"Vaasa";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Lappalainen Vesa";"Helsinki";"KESK";56;"M";0;"Uusimaa";3;0;0;0
"Latikka Timo";"Helsinki";"KESK";39;"M";0;"Uusimaa";6;0;0;0
"Latva-Rasku Paavo";"Vaasa";"KESK";66;"M";0;"S-Ostrobothnia";6;0;0;0
"Laukkanen Markku";"Kymi";"KESK";60;"M";0;"Kymenlaakso";6;1;1;0
"Lehikoinen Jouni";"Finland Proper";"KESK";49;"M";1;"W-Finland";6;1;0;0
"Lehtimaki Esko";"Vaasa";"KESK";50;"M";0;"S-Ostrobothnia";6;1;0;0
"Lehtimaki Jukka";"Uusimaa";"KESK";32;"M";0;"Uusimaa";3;1;0;0
"Lehtinen Sanna";"Helsinki";"KESK";33;"F";0;"Uusimaa";7;0;0;0
"Lehtomaki Paula";"Uusimaa";"KESK";38;"F";0;"Uusimaa";6;0;1;0
"Lehvonen Johanna";"S-Savonia";"KESK";41;"F";0;"S-Savonia";6;1;0;0
"Lepisto Jorma";"Satakunta";"KESK";46;"M";0;"Satakunta";4;1;0;0
"Lepojarvi Tommi";"Lapland";"KESK";44;"M";0;"Lapland";6;0;0;0
"Leppa Jari";"S-Savonia";"KESK";51;"M";0;"S-Savonia";3;1;1;0
"Leppanen Satu";"Tavastia";"KESK";40;"F";0;"Tavastia Proper";3;1;0;0
"Lilja Minna";"N-Savonia";"KESK";42;"F";0;"N-Savonia";6;1;0;0
"Lindell Leila";"C-Finland";"KESK";53;"F";0;"C-Finland";4;1;0;0
"Lintila Mika";"Vaasa";"KESK";45;"M";0;"N-Ostrobothnia";5;1;1;0
"Lohi Markus";"Lapland";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Loikkanen Toivo";"S-Savonia";"KESK";51;"M";0;"S-Savonia";6;0;0;0
"Lokka Martti";"S-Savonia";"KESK";43;"M";0;"S-Savonia";6;1;0;0
"Lonka Riitta";"Tavastia";"KESK";50;"F";0;"Paijat-Hame";3;1;0;0
"Louet Kaisa";"Oulu";"KESK";31;"F";0;"N-Ostrobothnia";6;1;0;0
"Luttinen Helka";"N-Savonia";"KESK";46;"F";0;"N-Savonia";6;1;0;0
"Maijala Eeva Maria";"Lapland";"KESK";43;"F";0;"Lapland";6;0;0;0
"Maki Heikki";"Finland Proper";"KESK";43;"M";0;"W-Finland";6;0;0;0
"Malmiharju Tapio";"Tavastia";"KESK";58;"M";0;"Paijat-Hame";3;1;0;0
"Mantyjarvi Hannele";"C-Finland";"KESK";39;"F";0;"C-Finland";6;0;0;0
"Martikainen Ossi";"N-Savonia";"KESK";41;"M";0;"N-Savonia";6;1;0;0
"Mattila Juho";"Oulu";"KESK";29;"M";0;"N-Ostrobothnia";6;0;0;0
"Merilainen Anne";"N-Karelia";"KESK";NA;"F";0;"N-Karelia";6;0;0;0
"Meriniemi Tuomas";"Satakunta";"KESK";29;"M";0;"Satakunta";0;0;0;0
"Mieto Juha";"Vaasa";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Mikkila Hannu";"N-Karelia";"KESK";50;"M";0;"N-Karelia";3;1;0;0
"Mikkola Ritva";"N-Karelia";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Mohamed Abdirahim";"Helsinki";"KESK";32;"M";0;"Uusimaa";5;1;0;0
"Mwegerano Andi";"Finland Proper";"KESK";57;"M";0;"W-Finland";6;1;0;0
"Naskali Raili";"Pirkanmaa";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Neittaanmaki Petri";"C-Finland";"KESK";36;"M";0;"C-Finland";6;0;0;0
"Niemenmaa Tarmo";"Pirkanmaa";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Nikkola Pauli";"Uusimaa";"KESK";57;"M";1;"Uusimaa";6;0;0;0
"Niskanen Ritva-Liisa";"Oulu";"KESK";48;"F";0;"N-Ostrobothnia";6;0;0;0
"Nivala Eija";"Oulu";"KESK";44;"F";0;"N-Ostrobothnia";6;0;0;0
"Nivala Heikki";"Lapland";"KESK";57;"M";0;"Lapland";4;1;0;0
"Nygaard Peter";"Vaasa";"KESK";53;"M";0;"Ostrobothnia";2;1;0;0
"Nykanen Jarmo";"N-Savonia";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Oikarinen Kyosti";"Oulu";"KESK";57;"M";0;"N-Ostrobothnia";7;1;0;0
"Oinonen Lauri";"C-Finland";"KESK";63;"M";0;"C-Finland";6;1;1;0
"Ojajarvi Anne";"Vaasa";"KESK";38;"F";0;"S-Ostrobothnia";4;1;0;0
"Ojaniemi Kati";"Vaasa";"KESK";38;"F";0;"S-Ostrobothnia";6;0;0;0
"Olkkonen Anna";"N-Savonia";"KESK";51;"F";0;"N-Savonia";7;0;0;0
"Olkkonen Kirsi";"S-Savonia";"KESK";50;"F";0;"S-Savonia";4;1;0;0
"Ollila Matias";"Finland Proper";"KESK";28;"M";0;"W-Finland";6;0;0;0
"Oravalahti-Pehkonen Lea";"N-Karelia";"KESK";47;"F";0;"N-Karelia";6;1;0;0
"Ovaska Jouni";"Pirkanmaa";"KESK";24;"M";0;"Pirkanmaa";6;1;0;0
"Paavilainen Jaana";"Tavastia";"KESK";45;"F";0;"Tavastia Proper";4;0;0;0
"Pakkanen Antti";"Kymi";"KESK";21;"M";0;"Kymenlaakso";3;1;0;0
"Pakkanen Markku";"Kymi";"KESK";51;"M";0;"Kymenlaakso";3;1;1;0
"Paloniemi Aila";"C-Finland";"KESK";55;"F";0;"C-Finland";5;1;1;0
"Parkkinen Matti-Pekka";"S-Savonia";"KESK";55;"M";0;"S-Savonia";4;1;0;0
"Partonen-Rekola Marketta";"Uusimaa";"KESK";48;"F";0;"Uusimaa";0;1;0;0
"Pastuhov Kari";"Vaasa";"KESK";45;"M";0;"Ostrobothnia";0;1;0;0
"Peiponen Antero";"N-Savonia";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Pekkarinen Mauri";"C-Finland";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Peltokorpi Terhi";"Helsinki";"KESK";35;"F";0;"Uusimaa";5;1;0;0
"Penttila Mika";"Tavastia";"KESK";42;"M";0;"Tavastia Proper";4;1;0;0
"Pesonen Pekka";"Kymi";"KESK";50;"M";0;"S-Karelia";6;0;0;0
"Pirttilahti Arto";"Pirkanmaa";"KESK";48;"M";0;"Pirkanmaa";4;1;0;0
"Pitkanen Marjaana";"N-Savonia";"KESK";45;"F";0;"N-Savonia";6;1;0;0
"Puukko Pauliina";"Uusimaa";"KESK";46;"F";0;"Uusimaa";6;0;0;0
"Puumala Tuomo";"Vaasa";"KESK";29;"M";0;"N-Ostrobothnia";6;1;1;0
"Pylkkanen Miina";"Tavastia";"KESK";18;"F";0;"Paijat-Hame";3;0;0;0
"Rantakangas Antti";"Oulu";"KESK";47;"M";0;"N-Ostrobothnia";4;1;1;0
"Raty Pekka";"N-Karelia";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Rauhansuu Janne";"Finland Proper";"KESK";40;"M";0;"W-Finland";3;1;0;0
"Rautiainen Risto";"Pirkanmaa";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Rehula Juha";"Tavastia";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Reijonen Eero";"N-Karelia";"KESK";63;"M";0;"N-Karelia";0;0;1;0
"Riikonen Olli";"N-Karelia";"KESK";43;"M";0;"N-Karelia";6;0;0;0
"Rossi Markku";"N-Savonia";"KESK";55;"M";0;"N-Savonia";4;1;1;0
"Rossi Mika";"Helsinki";"KESK";38;"M";0;"Uusimaa";6;0;0;0
"Rundgren Simo";"Lapland";"KESK";57;"M";0;"Lapland";6;0;0;0
"Rusanen Juha-Pekka";"N-Savonia";"KESK";21;"M";0;"N-Savonia";0;1;0;0
"Ruuskanen Kristiina";"Helsinki";"KESK";29;"F";0;"Uusimaa";5;0;0;0
"Saarikko Annika";"Finland Proper";"KESK";27;"F";0;"W-Finland";6;0;0;0
"Sakkinen Teppo";"Helsinki";"KESK";20;"M";0;"Uusimaa";3;0;0;0
"Sallinen Jussi";"N-Karelia";"KESK";25;"M";0;"N-Karelia";5;1;0;0
"Salmela Mirva";"Lapland";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Salmi Jukka";"Uusimaa";"KESK";50;"M";0;"Uusimaa";6;1;0;0
"Salo Mauri";"Finland Proper";"KESK";64;"M";0;"W-Finland";3;1;1;0
"Sanisalo Jarkko";"S-Savonia";"KESK";27;"M";0;"S-Savonia";5;0;0;0
"Sarkiniemi Seppo";"Uusimaa";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Sarlund Juha";"Helsinki";"KESK";41;"M";0;"Uusimaa";6;0;0;0
"Savola Mikko";"Vaasa";"KESK";29;"M";0;"S-Ostrobothnia";5;1;0;0
"Savolainen Leila";"N-Savonia";"KESK";48;"F";0;NA;0;1;0;0
"Savolainen Mariitta";"Uusimaa";"KESK";58;"F";0;"Uusimaa";6;0;0;0
"Selivanova Olesja";"Uusimaa";"KESK";27;"F";0;"Uusimaa";5;0;0;0
"Seppala Topi";"Kymi";"KESK";24;"M";0;"Kymenlaakso";3;0;0;0
"Seurujarvi Janne";"Lapland";"KESK";35;"M";0;"Lapland";5;0;1;0
"Sihto Paula";"Vaasa";"KESK";49;"F";0;"S-Ostrobothnia";4;1;1;0
"Simoska Mika";"Lapland";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
"Simula Antti";"Satakunta";"KESK";31;"F";0;"Satakunta";3;1;0;0
"Sipila Juha";"Oulu";"KESK";49;"M";0;"N-Ostrobothnia";6;0;0;0
"Sistonen Eero";"S-Savonia";"KESK";25;"M";0;"S-Savonia";3;0;0;0
"Sivula Mika";"Uusimaa";"KESK";32;"M";0;"Uusimaa";0;1;0;0
"Sorsa Simo";"Uusimaa";"KESK";57;"M";0;"Uusimaa";4;1;0;0
"Stedt Reijo";"Uusimaa";"KESK";60;"M";0;"Uusimaa";5;0;0;0
"Suhonen Kaarina";"Tavastia";"KESK";41;"F";0;"Paijat-Hame";5;1;0;0
"Suopohja Heikki";"S-Savonia";"KESK";61;"M";0;"S-Savonia";7;0;0;0
"Suorsa-Pahl Seija";"Helsinki";"KESK";61;"F";0;NA;4;0;0;0
"Suosaari Voitto";"C-Finland";"KESK";44;"M";0;"C-Finland";5;1;0;0
"Taivalsalmi Timo";"Pirkanmaa";"KESK";49;"M";0;"Pirkanmaa";6;0;0;0
"Takala Pauliina";"C-Finland";"KESK";42;"F";0;"C-Finland";6;1;0;0
"Tapio Riku";"Lapland";"KESK";51;"M";0;NA;5;1;0;0
"Tasmuth Tiina";"Helsinki";"KESK";52;"F";0;"Uusimaa";7;0;0;0
"Tihverainen Juhani";"Uusimaa";"KESK";58;"M";1;"Uusimaa";4;1;0;0
"Tiilikainen Kimmo";"Kymi";"KESK";44;"M";0;"S-Karelia";6;1;1;0
"Toivanen Ville";"N-Karelia";"KESK";28;"M";0;"N-Karelia";3;0;0;0
"Toivola Petri";"C-Finland";"KESK";26;"M";0;"C-Finland";3;0;0;0
"Toivonen Kallepekka";"Uusimaa";"KESK";49;"M";0;"Uusimaa";4;1;0;0
"Tolli Tapani";"Oulu";"KESK";59;"M";0;"N-Ostrobothnia";6;0;1;0
"Torikka Kirsi";"S-Savonia";"KESK";45;"F";0;"S-Savonia";6;1;0;0
"Tormanen Antti";"Helsinki";"KESK";30;"M";0;"Uusimaa";5;0;0;0
"Torniainen Ari";"Kymi";"KESK";55;"M";0;"S-Karelia";4;1;0;0
"Tulkki Jarmo";"Kymi";"KESK";NA;NA;NA;NA;NA;NA;NA;NA
