"ID";"ElectDistrict";"Party";"Age";"Gender";"Independent";"Region";"EduLvl";"RegElected";"MP";"EuroMP"
"Taavitsainen Satu";"S-Savonia";"SDP";34;"F";0;"S-Savonia";5;1;0;0
"Tahvanainen Ville";"N-Karelia";"SDP";20;"M";0;"N-Karelia";3;1;0;0
"Taimela Katja";"Finland Proper";"SDP";36;"F";0;"W-Finland";3;1;1;0
"Tainio Hanna";"Pirkanmaa";"SDP";50;"F";0;"Pirkanmaa";7;1;0;0
"Taipale Ilkka";"Helsinki";"SDP";68;"M";0;"Uusimaa";7;1;0;0
"Taka-Eilola Tomi";"Oulu";"SDP";30;"M";0;"N-Ostrobothnia";6;0;0;0
"Tenkula Tarja";"Helsinki";"SDP";50;"F";0;"Uusimaa";5;1;0;0
"Tiira Hannes";"Satakunta";"SDP";55;"M";0;"Satakunta";6;0;0;0
"Tiirinen Pyry";"Satakunta";"SDP";20;"M";0;"Satakunta";3;1;0;0
"Tokola Antti";"Oulu";"SDP";24;"M";0;"N-Ostrobothnia";6;1;0;0
"Tolvanen Jarmo";"N-Karelia";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"Tormi Paavo";"Oulu";"SDP";46;"M";0;"N-Ostrobothnia";0;1;0;0
"Torsti Pilvi";"Helsinki";"SDP";35;"F";0;NA;7;0;0;0
"Tsutsunen Annastina";"S-Savonia";"SDP";30;"F";0;"S-Savonia";5;0;0;0
"Tuikka Tyyne";"Oulu";"SDP";62;"F";0;"N-Ostrobothnia";4;1;0;0
"Tuomioja Erkki";"Helsinki";"SDP";64;"M";0;NA;7;0;1;0
"Tuppurainen Tytti";"Oulu";"SDP";35;"F";0;"N-Ostrobothnia";6;1;0;0
"Tuuri Pekka";"Uusimaa";"SDP";21;"M";0;"Uusimaa";3;1;0;0
"Uhlgren Arttu";"Vaasa";"SDP";30;"M";0;"Ostrobothnia";3;1;0;0
"Ukkonen Osmo";"S-Savonia";"SDP";64;"M";0;"S-Savonia";5;1;0;0
"Urpilainen Jutta";"Vaasa";"SDP";35;"F";0;"N-Ostrobothnia";6;1;1;0
"Vaatainen Tuula";"N-Savonia";"SDP";55;"F";0;"N-Savonia";4;0;1;0
"Vaha-Koivisto Markku";"Vaasa";"SDP";42;"M";0;"S-Ostrobothnia";2;1;0;0
"Vainio Eero";"Tavastia";"SDP";24;"M";0;"Paijat-Hame";6;1;0;0
"Varmala Johanna";"Uusimaa";"SDP";40;"F";0;"Uusimaa";5;1;0;0
"Vehkaoja Marjatta";"Vaasa";"SDP";65;"F";0;"Ostrobothnia";6;1;0;0
"Vesala Pasi";"Tavastia";"SDP";43;"M";0;"Tavastia Proper";3;1;0;0
"Viinikka Atte";"C-Finland";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"Viitamies Pauliina";"S-Savonia";"SDP";42;"F";0;"S-Savonia";6;1;1;0
"Viitanen Pia";"Pirkanmaa";"SDP";44;"F";0;"Pirkanmaa";6;1;1;0
"Vuolanne Antti";"Satakunta";"SDP";44;"M";0;"Satakunta";5;1;1;0
"Wallgren Thomas";"Helsinki";"SDP";53;"M";0;"Uusimaa";7;1;0;0
"Wallin Harry";"Vaasa";"SDP";57;"M";0;"S-Ostrobothnia";4;1;0;0
"Abouraya Elsayed";"Helsinki";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Auervuolle Esko";"Kymi";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Backman Johan";"Helsinki";"STP";39;"M";1;NA;7;0;0;0
"Ekman Minna";"Uusimaa";"STP";44;"F";0;"Uusimaa";0;0;0;0
"Haavisto Juho";"S-Savonia";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Heikkinen Paavo";"Helsinki";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Heistonen Viola";"Kymi";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Kangasmaa Timo";"Lapland";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Katajaranta Reijo";"Kymi";"STP";68;"M";0;"Uusimaa";5;0;0;0
"Kautto Hannu";"Uusimaa";"STP";68;"M";0;"Uusimaa";6;0;0;0
"Kivivirta Lyyli";"Uusimaa";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Koivisto Esko";"Uusimaa";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Koivistoinen Timo";"Helsinki";"STP";42;"M";0;"Uusimaa";6;0;0;0
"Koivula Risto";"Pirkanmaa";"STP";59;"M";0;"Pirkanmaa";6;0;0;0
"Kyronlahti-Keskivaara Rosa-Maria";"Helsinki";"STP";NA;"F";1;"Uusimaa";3;0;0;0
"Lehtola Larmo";"Helsinki";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Leikonniemi Ani";"Finland Proper";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Lievemaa Tommi";"Uusimaa";"STP";44;"M";1;"Uusimaa";4;0;0;0
"Lohenoja Joonas";"Kymi";"STP";22;"M";0;"Kymenlaakso";3;0;0;0
"Luukkonen Anne";"Finland Proper";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Luukkonen Esko";"Finland Proper";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Mannikko Tarja";"Helsinki";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Mannikko Heikki";"Oulu";"STP";64;"M";0;"Uusimaa";3;0;0;0
"Molari Juha";"Helsinki";"STP";47;"M";1;"Uusimaa";7;0;0;0
"Nevalainen Jouko";"Uusimaa";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Nieminen Leo M.";"Helsinki";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Nokkala Pirkko";"Satakunta";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Orava Matti";"N-Karelia";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Paakkolanvaara Liisa";"Helsinki";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Parviainen Jussi";"Helsinki";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Pietikainen Waino";"N-Savonia";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Rahikainen Janne";"Helsinki";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Rahikainen Ville";"Helsinki";"STP";39;"M";0;"Uusimaa";3;0;0;0
"Rainesto Hannu";"Helsinki";"STP";61;"M";1;"Uusimaa";0;0;0;0
"Salomaa Esa";"Finland Proper";"STP";64;"M";0;"W-Finland";5;0;0;0
"Salonen Rimma";"Helsinki";"STP";49;"F";0;NA;3;0;0;0
"Salven Anita";"Vaasa";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Siippainen-Wahrman Kaija";"Tavastia";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Tammi Abdullah";"Uusimaa";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Tanski Juhani";"N-Savonia";"STP";64;"M";0;"N-Savonia";3;0;0;0
"Tiainen Pekka";"Helsinki";"STP";59;"M";0;"Uusimaa";7;0;0;0
"Tirronen Olavi";"Finland Proper";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Typpo Heikki";"Uusimaa";"STP";71;"M";0;"Uusimaa";5;0;0;0
"Valo Britt-Marie";"Helsinki";"STP";56;"F";0;"Uusimaa";2;0;0;0
"Valo Juhani";"Helsinki";"STP";60;"M";0;"Uusimaa";2;0;0;0
"Wahrman Kalevi";"Uusimaa";"STP";61;"M";0;"Uusimaa";2;0;0;0
"Wahrman Matti";"C-Finland";"STP";NA;NA;NA;NA;NA;NA;NA;NA
"Niskanen Esko";"Oulu";"IDP";NA;NA;NA;NA;NA;NA;NA;NA
"Kotajarvi Jarno";"N-Savonia";"IDP";22;"M";0;"N-Savonia";3;0;0;0
"Korhonen Juho";"Helsinki";"IDP";NA;NA;0;"Uusimaa";6;0;0;0
"Helminen Jyrki";"Helsinki";"IDP";NA;NA;NA;NA;NA;NA;NA;NA
"Valjakka Kari";"Tavastia";"IDP";NA;NA;NA;NA;NA;NA;NA;NA
"Marttunen Marita";"Uusimaa";"IDP";NA;"F";0;"Uusimaa";4;0;0;0
"Lonnroth Mikael";"Uusimaa";"IDP";37;"M";0;"Uusimaa";3;0;0;0
"Laajola Mikko";"Helsinki";"IDP";NA;NA;NA;NA;NA;NA;NA;NA
"Nikoskinen Panu";"Uusimaa";"IDP";39;"M";0;"Uusimaa";4;0;0;0
"Salminen Per-David";"Uusimaa";"IDP";NA;NA;NA;NA;NA;NA;NA;NA
"Simonen Ritva";"N-Karelia";"IDP";46;"F";0;"N-Karelia";3;1;0;0
"Aaltonen Kari";"Finland Proper";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Hamalainen Tomi";"N-Savonia";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Helo Kalevi";"Pirkanmaa";"VP";NA;"M";0;NA;0;0;0;0
"Hietalahti Petra";"Pirkanmaa";"VP";30;"F";0;"Pirkanmaa";3;0;0;0
"Hillenbrand Susanna";"Kymi";"VP";31;"F";0;"Kymenlaakso";5;0;0;0
"Hirvenoja Arja";"Pirkanmaa";"VP";43;"F";0;"Pirkanmaa";0;0;0;0
"Huhtaniemi Lasse";"Uusimaa";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Hurme Janne";"Finland Proper";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Isoaho Mirjaleena";"Pirkanmaa";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Jarvi Timo";"Tavastia";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Jarviharju Matti";"Pirkanmaa";"VP";67;"M";0;"S-Ostrobothnia";5;0;0;0
"Juvonen Tarja";"Pirkanmaa";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Kaarlela Jari";"Oulu";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Kangas Arja-Liisa";"Pirkanmaa";"VP";56;"F";0;"Pirkanmaa";3;0;0;0
"Karna Jouko";"N-Karelia";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Kataja Mika";"Finland Proper";"VP";48;"M";0;"W-Finland";3;0;0;0
"Kauppinen Jari-Veikko";"Helsinki";"VP";44;"M";0;"Uusimaa";0;0;0;0
"Kilponen Kari";"N-Karelia";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Kirstua Keijo";"Pirkanmaa";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Kirstua Kirsi";"Finland Proper";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Koistinen Reijo";"Pirkanmaa";"VP";49;"M";0;"Pirkanmaa";5;0;0;0
"Kosonen Pentti";"C-Finland";"VP";61;"M";0;"C-Finland";5;0;0;0
"Laakso Ari";"Vaasa";"VP";46;"M";0;"N-Ostrobothnia";3;0;0;0
"Lare Lasse";"Finland Proper";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Lehto Esa";"Kymi";"VP";43;"M";0;"S-Karelia";2;0;0;0
"Leipavuori Raimo";"Pirkanmaa";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Luomanmaki Marja Liisa";"N-Savonia";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Maenpaa Olavi";"Finland Proper";"VP";60;"M";0;"W-Finland";3;1;0;0
"Meriharju Hannes";"N-Karelia";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Meriharju Paul";"Finland Proper";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Nieminen Petri";"Pirkanmaa";"VP";47;"M";0;"Pirkanmaa";4;0;0;0
"Oikarinen Lauri";"Oulu";"VP";NA;"M";0;"N-Ostrobothnia";6;0;0;0
"Osterberg Stig";"Finland Proper";"VP";49;"M";1;"W-Finland";3;0;0;0
"Pakarinen Jyri";"Pirkanmaa";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Palmu Kalevi";"Pirkanmaa";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Palosaari Anu";"Pirkanmaa";"VP";37;"F";0;"Pirkanmaa";0;0;0;0
"Puttonen Lisbet";"Finland Proper";"VP";41;"F";1;"W-Finland";6;0;0;0
"Raiskio Jukka";"Pirkanmaa";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Raittila Tapani";"Finland Proper";"VP";53;"M";1;"W-Finland";5;1;0;0
"Rostedt Maarit";"Finland Proper";"VP";54;"F";0;"W-Finland";4;1;0;0
"Rusi Jukka";"Finland Proper";"VP";59;"M";0;"W-Finland";1;0;0;0
"Rytkonen Timo";"Oulu";"VP";32;"M";0;"Kainuu";3;1;0;0
"Salo Rami";"Finland Proper";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Salola Eero";"N-Karelia";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Satopaa Kalevi";"Finland Proper";"VP";68;"M";0;"W-Finland";4;1;0;0
"Seppanen Eero";"N-Savonia";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Siitarinen Jussi";"Vaasa";"VP";32;"M";0;NA;0;0;0;0
"Siitonen Jonne";"S-Savonia";"VP";18;"M";0;"S-Savonia";3;0;0;0
"Sivonen Pekka";"N-Karelia";"VP";53;"M";0;"N-Karelia";4;0;0;0
"Skywolf Angelica";"Finland Proper";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Suominen Timo";"Pirkanmaa";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Suutari Seppo";"Satakunta";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Tallqvist Pauli";"Finland Proper";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Tennila Erja";"Lapland";"VP";48;"F";0;"Lapland";4;0;0;0
"Tukia Timo";"Pirkanmaa";"VP";38;"M";0;"Pirkanmaa";3;0;0;0
"Viljanen Pepe";"Tavastia";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Vuorenniemi Tauno";"Pirkanmaa";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Vuorinen Ulla-Riikka";"Finland Proper";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Vuoristo Taina";"Uusimaa";"VP";NA;NA;NA;NA;NA;NA;NA;NA
"Ylikotila Jenni";"N-Savonia";"VP";29;"F";0;"N-Savonia";5;0;0;0
"Aalto Jari";"Finland Proper";"VAS";43;"M";0;"W-Finland";3;1;0;0
"Aaltonen Mikko";"Pirkanmaa";"VAS";35;"M";0;"Pirkanmaa";6;1;0;0
"Aaltonen Tero";"Uusimaa";"VAS";33;"M";0;"E-Uusimaa";3;1;0;0
"Aarnos Eila";"Vaasa";"VAS";62;"F";0;"N-Ostrobothnia";7;0;0;0
"Ahlfors Tiina";"Uusimaa";"VAS";35;"F";0;"Uusimaa";5;0;0;0
"Ahola Riku";"Helsinki";"VAS";30;"M";0;"Uusimaa";5;0;0;0
"Ailasmaa Tapio";"Satakunta";"VAS";60;"M";0;"Satakunta";4;1;0;0
"Alppi Ulla-Leena";"Pirkanmaa";"VAS";61;"F";0;"Pirkanmaa";3;0;0;0
"Ameli Wafa";"Vaasa";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Andersson Li";"Finland Proper";"VAS";23;"F";0;"W-Finland";5;0;0;0
"Arhinmaki Paavo";"Helsinki";"VAS";34;"M";0;"Uusimaa";3;1;1;0
"Aromaa Juuso";"Uusimaa";"VAS";24;"M";0;"Uusimaa";3;0;0;0
"Arvola Iiro";"Uusimaa";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Asikainen Harri";"Pirkanmaa";"VAS";52;"M";0;"Pirkanmaa";2;1;0;0
"Backman Jan";"Vaasa";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Berg Roland";"Lapland";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Blom Atte";"Helsinki";"VAS";67;"M";0;"Uusimaa";3;0;0;0
"Dahl Ahti";"Uusimaa";"VAS";65;"M";0;"Uusimaa";3;0;0;0
"Eerola Antero";"Uusimaa";"VAS";36;"M";0;"Uusimaa";3;0;0;0
"Ehrukainen Reima";"N-Karelia";"VAS";48;"M";0;"N-Karelia";3;1;0;0
"Elonen Johanna";"Helsinki";"VAS";42;"F";0;NA;4;0;0;0
"Flink Kai";"Pirkanmaa";"VAS";41;"M";0;"Pirkanmaa";3;0;0;0
"Glad Hannu";"C-Finland";"VAS";52;"M";0;"C-Finland";3;0;0;0
"Gran Birgitta";"Uusimaa";"VAS";58;"F";0;"Uusimaa";5;1;0;0
"Haaja Ilpo";"Helsinki";"VAS";52;"M";0;"Uusimaa";2;0;0;0
"Haakans Stefan";"Vaasa";"VAS";57;"M";0;"Ostrobothnia";5;1;0;0
"Hakomaki Jan-Mikael";"Lapland";"VAS";37;"M";0;"Lapland";5;1;0;0
"Halonen Aino";"Helsinki";"VAS";37;"F";0;"Uusimaa";3;0;0;0
"Hamari Helvi";"Lapland";"VAS";50;"F";0;"Lapland";0;1;0;0
"Hanninen Katja";"Oulu";"VAS";31;"F";0;"N-Ostrobothnia";3;1;0;0
"Harjunharja Hansi";"Finland Proper";"VAS";27;"M";0;"W-Finland";3;0;0;0
"Hartikainen Antti";"Uusimaa";"VAS";20;"M";1;"Uusimaa";3;0;0;0
"Hartzell Saara";"Lapland";"VAS";58;"F";0;"Lapland";4;0;0;0
"Hassinen Raija";"N-Savonia";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Haukka Raija";"N-Savonia";"VAS";55;"F";0;"N-Savonia";4;1;0;0
"Haverinen Urpo";"S-Savonia";"VAS";60;"M";0;"S-Savonia";2;1;0;0
"Heikkila Sami";"Uusimaa";"VAS";38;"M";0;"Uusimaa";5;0;0;0
"Heininen Jaana";"Satakunta";"VAS";45;"F";1;"Satakunta";3;1;0;0
"Heinonen Paavo J.";"Oulu";"VAS";32;"M";0;"N-Ostrobothnia";6;0;0;0
"Helle Severi";"Pirkanmaa";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Hiilinen Teemu";"Uusimaa";"VAS";35;"M";0;"Uusimaa";3;0;0;0
"Holopainen Antti";"Tavastia";"VAS";63;"M";0;"Paijat-Hame";6;1;0;0
"Huotari Anne";"Oulu";"VAS";51;"F";1;"N-Ostrobothnia";4;1;0;0
"Hyotynen Kalle";"Pirkanmaa";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Hyvonen Pieta";"N-Karelia";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Hyyrynen Maija";"Kymi";"VAS";45;"F";0;"Kymenlaakso";2;0;0;0
"Ihalainen Raija";"S-Savonia";"VAS";58;"F";0;"S-Savonia";4;1;0;0
"Ihalainen Satu";"N-Karelia";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Immonen Katri";"Helsinki";"VAS";25;"F";0;"Uusimaa";5;0;0;0
"Jaaskelainen Jari";"Uusimaa";"VAS";44;"M";1;"Uusimaa";3;0;0;0
"Jarvelainen Heikki";"Uusimaa";"VAS";60;"M";0;"Uusimaa";2;0;0;0
"Jarvinen Pekka";"Tavastia";"VAS";58;"M";0;"Paijat-Hame";3;1;0;0
"Kaikkonen Vesa";"Oulu";"VAS";64;"M";0;"Kainuu";0;1;0;0
"Kailo Kaarina";"Oulu";"VAS";59;"F";0;"N-Ostrobothnia";7;1;0;0
"Kaiser Mohammed";"Uusimaa";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Kallio Pentti";"Finland Proper";"VAS";57;"M";0;"W-Finland";2;1;0;0
"Kalliorinne Risto";"Oulu";"VAS";39;"M";0;"N-Ostrobothnia";5;1;0;0
"Kapanen Matti";"Finland Proper";"VAS";29;"M";0;"W-Finland";3;0;0;0
"Karhula Jukka";"Uusimaa";"VAS";56;"M";0;"Uusimaa";5;0;0;0
"Karhunen Riitta";"S-Savonia";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Kari Juha";"Tavastia";"VAS";49;"M";0;"Paijat-Hame";4;1;0;0
"Karkkainen Jukka";"Finland Proper";"VAS";57;"M";0;"W-Finland";6;1;0;0
"Karvonen Annika";"Finland Proper";"VAS";29;"F";0;NA;0;0;0;0
"Katajamaki Heidi";"Satakunta";"VAS";32;"F";0;"Satakunta";3;1;0;0
"Kaunisto Mikko";"Satakunta";"VAS";34;"M";0;"Satakunta";3;1;0;0
"Kautto Juho";"C-Finland";"VAS";39;"M";0;"C-Finland";3;0;0;0
"Kautto Katariina";"C-Finland";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Kautto Vuokko";"Tavastia";"VAS";60;"F";0;"Paijat-Hame";6;1;0;0
"Ketola Olli";"Vaasa";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Kinnari Raimo O";"Vaasa";"VAS";62;"M";0;"Ostrobothnia";4;1;0;0
"Kipre Sylvain";"Tavastia";"VAS";40;"M";0;"Tavastia Proper";7;0;0;0
"Koivulaakso Dan";"Helsinki";"VAS";30;"M";0;"Uusimaa";6;0;0;0
"Koivuniemi Niina";"Pirkanmaa";"VAS";39;"F";0;"Pirkanmaa";4;0;0;0
"Kolari Markku";"C-Finland";"VAS";47;"M";0;"C-Finland";0;0;0;0
"Komulainen Heidi";"N-Savonia";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Kontula Anna";"Pirkanmaa";"VAS";34;"F";0;"Pirkanmaa";7;1;0;0
"Korhonen Jouko";"Oulu";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Korhonen Kaisa";"N-Savonia";"VAS";46;"F";0;"N-Savonia";6;1;0;0
"Korhonen Martti";"Oulu";"VAS";58;"M";0;"N-Ostrobothnia";3;1;1;0
"Korhonen Tuula";"Uusimaa";"VAS";51;"F";0;"Uusimaa";3;1;0;0
"Korjonen Markus";"Lapland";"VAS";27;"M";0;"Lapland";0;1;0;0
"Koskela Irma";"Pirkanmaa";"VAS";56;"F";0;"Pirkanmaa";5;1;0;0
"Kotila Pirkko";"Uusimaa";"VAS";47;"F";0;"Uusimaa";6;0;0;0
"Kuhmonen Johannes";"C-Finland";"VAS";24;"M";0;"C-Finland";3;0;0;0
"Kuuvalo Nasu";"Uusimaa";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Kyllonen Matti";"Lapland";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Kyllonen Merja";"Oulu";"VAS";34;"F";0;"Kainuu";5;1;1;0
"Kyllonen Sari";"Oulu";"VAS";38;"F";0;"Kainuu";3;0;0;0
"Laitinen Elias";"Finland Proper";"VAS";26;"M";0;"W-Finland";3;0;0;0
"Lapintie Annika";"Finland Proper";"VAS";56;"F";0;"W-Finland";6;1;1;0
"Lehikoinen Hannu";"Pirkanmaa";"VAS";54;"M";0;"Pirkanmaa";6;1;0;0
"Lehtomaki Emilia";"Pirkanmaa";"VAS";NA;"F";0;NA;0;0;0;0
"Leisti Heikki";"Tavastia";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Leppakangas Jari";"Vaasa";"VAS";44;"M";0;"Ostrobothnia";3;1;0;0
"Leppanen Joonas";"Helsinki";"VAS";30;"M";0;"Uusimaa";6;0;0;0
"Lindell Armi";"Uusimaa";"VAS";31;"F";0;"E-Uusimaa";5;1;0;0
"Linnaluoto Seppo";"Uusimaa";"VAS";62;"M";0;"Uusimaa";6;0;0;0
"Lintunen Tiina";"Helsinki";"VAS";32;"F";0;NA;5;0;0;0
"Liukkonen Jorma";"Kymi";"VAS";60;"M";0;"Kymenlaakso";4;1;0;0
"Lohikoski Pia";"Uusimaa";"VAS";33;"F";0;"Uusimaa";6;1;0;0
"Lommi Semi";"Kymi";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Loven Sanna";"Finland Proper";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Majaharju Sauli Matias";"Vaasa";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Makela Jukka";"Kymi";"VAS";45;"M";0;"Kymenlaakso";3;0;0;0
"Makila Eveliina";"Finland Proper";"VAS";29;"F";0;"W-Finland";3;0;0;0
"Makinen Leila";"Satakunta";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Makinen Suvi";"Tavastia";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Makkonen Hannu";"Uusimaa";"VAS";51;"M";0;"Uusimaa";6;1;0;0
"Makkonen Marja Leena";"C-Finland";"VAS";50;"F";0;"C-Finland";3;1;0;0
"Mantila Anneli";"Vaasa";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Martins Sirpa";"C-Finland";"VAS";44;"F";0;"C-Finland";4;1;0;0
"Mehto Paula";"N-Savonia";"VAS";49;"F";0;"N-Savonia";0;0;0;0
"Meuronen Tiia";"Kymi";"VAS";19;"F";0;"S-Karelia";5;0;0;0
"Mielonen Joona";"Kymi";"VAS";25;"M";0;"Kymenlaakso";3;0;0;0
"Mielonen Mikko";"Uusimaa";"VAS";55;"M";0;"Uusimaa";2;1;0;0
"Minkkinen Katja";"C-Finland";"VAS";35;"F";0;"C-Finland";5;0;0;0
"Minkkinen Minna";"Pirkanmaa";"VAS";27;"F";0;"Pirkanmaa";5;0;0;0
"Minkkinen Sirpa";"Kymi";"VAS";64;"F";0;"Uusimaa";6;0;0;0
"Mithiku Hanna";"Helsinki";"VAS";28;"F";1;"Uusimaa";5;0;0;0
"Modig Silvia";"Helsinki";"VAS";34;"F";1;"Uusimaa";3;1;0;0
"Moisanen Sari";"Lapland";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Moisio Erkki";"Pirkanmaa";"VAS";57;"M";0;"Pirkanmaa";1;0;0;0
"Moisio Harri";"Vaasa";"VAS";56;"M";0;"Ostrobothnia";5;1;0;0
"Mustajarvi Markus";"Lapland";"VAS";48;"M";0;"Lapland";6;1;1;0
"Muukkonen Mirka";"Finland Proper";"VAS";35;"F";0;"W-Finland";3;1;0;0
"Mykkanen Risto";"S-Savonia";"VAS";NA;"M";0;"S-Savonia";4;0;0;0
"Myllykoski Jari";"Satakunta";"VAS";51;"M";0;"Satakunta";3;1;0;0
"Myllykoski Juha";"Satakunta";"VAS";29;"M";1;"Satakunta";3;1;0;0
"Niemi Jaakko";"Kymi";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Niemi Satu";"Vaasa";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Niemi Tapani";"Finland Proper";"VAS";58;"M";0;"W-Finland";0;1;0;0
"Niemi Tapani";"Lapland";"VAS";59;"M";0;"Lapland";0;1;0;0
"Nieminen Janne";"Tavastia";"VAS";43;"M";0;"Tavastia Proper";3;1;0;0
"Niskanen Jari";"N-Savonia";"VAS";47;"M";0;"N-Savonia";3;0;0;0
"Nummelin Aki";"Satakunta";"VAS";41;"M";0;"Satakunta";6;1;0;0
"Nyholm Henrik";"Helsinki";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Oinonen Ritva";"Tavastia";"VAS";46;"F";0;"Tavastia Proper";6;1;0;0
"Paasimaa Veli";"Oulu";"VAS";NA;NA;NA;NA;NA;NA;NA;NA
"Pasma Juha-Petteri";"Lapland";"VAS";22;"M";0;"Lapland";3;1;0;0
"Patomaki Heikki";"Helsinki";"VAS";48;"M";1;"Uusimaa";7;0;0;0
"Pekonen Aino-Kaisa";"Tavastia";"VAS";32;"F";0;"Tavastia Proper";3;1;0;0
"Pellosmaa-Kuisma Virpi";"Kymi";"VAS";36;"F";0;"Kymenlaakso";2;0;0;0
"Peltokoski Jukka";"Pirkanmaa";"VAS";36;"M";0;"Pirkanmaa";7;0;0;0
"Pihlaja Kirsi";"Helsinki";"VAS";30;"F";0;"Uusimaa";5;0;0;0
"Piippolainen Vuokko";"Vaasa";"VAS";45;"F";0;"Ostrobothnia";3;1;0;0
"Piipponen-Pekkola Seija";"Kymi";"VAS";51;"F";0;"Kymenlaakso";3;0;0;0
"Pikkarainen Rauno";"N-Savonia";"VAS";45;"M";0;"N-Savonia";3;1;0;0
